"theater","date","not_guilty","guilty"
"Konzertdirektion Landgraf",2016-11-17,333,124
"Konzertdirektion Landgraf",2016-11-18,173,134
"Konzertdirektion Landgraf",2016-11-19,412,189
"Konzertdirektion Landgraf",2016-11-21,247,171
"Konzertdirektion Landgraf",2016-11-22,272,127
"Konzertdirektion Landgraf",2016-11-23,323,114
"Konzertdirektion Landgraf",2016-11-24,375,185
"Konzertdirektion Landgraf",2016-11-25,169,83
"Konzertdirektion Landgraf",2016-11-27,283,93
"Konzertdirektion Landgraf",2016-11-28,249,166
"Konzertdirektion Landgraf",2016-11-29,186,69
"Konzertdirektion Landgraf",2016-11-30,416,141
"Konzertdirektion Landgraf",2016-12-01,130,73
"Konzertdirektion Landgraf",2016-12-02,194,134
"Konzertdirektion Landgraf",2016-12-03,114,59
"Konzertdirektion Landgraf",2016-12-05,154,96
"Konzertdirektion Landgraf",2016-12-06,185,102
"Konzertdirektion Landgraf",2016-12-07,308,154
"Konzertdirektion Landgraf",2016-12-08,121,74
"Konzertdirektion Landgraf",2016-12-09,111,51
"Konzertdirektion Landgraf",2016-12-10,197,116
"Konzertdirektion Landgraf",2016-12-11,174,101
"Konzertdirektion Landgraf",2016-12-12,125,81
"Konzertdirektion Landgraf",2016-12-13,268,145
"Konzertdirektion Landgraf",2016-12-14,179,137
"Konzertdirektion Landgraf",2016-12-15,127,59
"Konzertdirektion Landgraf",2016-12-16,167,90
"Konzertdirektion Landgraf",2016-12-17,115,82
"Konzertdirektion Landgraf",2017-01-15,265,117
"Konzertdirektion Landgraf",2017-01-15,265,117
"Konzertdirektion Landgraf",2017-01-16,345,107
"Konzertdirektion Landgraf",2017-01-17,370,224
"Konzertdirektion Landgraf",2017-01-19,211,67
"Konzertdirektion Landgraf",2017-01-19,341,102
"Konzertdirektion Landgraf",2017-01-21,284,196
"Konzertdirektion Landgraf",2017-01-23,155,69
"Konzertdirektion Landgraf",2017-01-24,158,68
"Konzertdirektion Landgraf",2017-01-26,315,153
"Konzertdirektion Landgraf",2017-01-27,175,95
"Konzertdirektion Landgraf",2017-01-28,86,29
"Konzertdirektion Landgraf",2017-01-29,131,71
"Konzertdirektion Landgraf",2017-01-30,86,53
"Konzertdirektion Landgraf",2017-02-01,257,105
"Konzertdirektion Landgraf",2017-02-02,214,125
"Konzertdirektion Landgraf",2017-02-03,128,90
"Konzertdirektion Landgraf",2017-09-24,147,55
"Konzertdirektion Landgraf",2017-09-25,145,57
"Konzertdirektion Landgraf",2017-09-26,151,51
"Konzertdirektion Landgraf",2017-09-27,177,58
"Konzertdirektion Landgraf",2017-09-28,374,129
"Konzertdirektion Landgraf",2017-09-29,326,77
"Konzertdirektion Landgraf",2017-10-01,36,28
"Konzertdirektion Landgraf",2017-10-02,264,85
"Konzertdirektion Landgraf",2017-10-03,193,63
"Konzertdirektion Landgraf",2017-10-04,56,45
"Konzertdirektion Landgraf",2017-10-05,236,128
"Konzertdirektion Landgraf",2017-10-06,224,102
"Konzertdirektion Landgraf",2017-10-07,145,67
"Konzertdirektion Landgraf",2017-10-08,135,61
"Konzertdirektion Landgraf",2017-10-10,151,75
"Konzertdirektion Landgraf",2017-10-11,131,75
"Konzertdirektion Landgraf",2017-10-12,210,62
"Konzertdirektion Landgraf",2017-10-13,221,90
"Konzertdirektion Landgraf",2017-10-14,298,83
"Konzertdirektion Landgraf",2017-10-15,188,74
"Konzertdirektion Landgraf",2017-10-16,175,58
"Konzertdirektion Landgraf",2017-10-17,170,33
"Konzertdirektion Landgraf",2017-10-19,292,95
"Konzertdirektion Landgraf",2017-10-20,104,80
"Konzertdirektion Landgraf",2017-10-20,122,77
"Konzertdirektion Landgraf",2017-10-22,231,138
"Lyric Hammersmith, London",2017-06-14,204,92
"Lyric Hammersmith, London",2017-06-15,143,104
"Lyric Hammersmith, London",2017-06-16,194,80
"Lyric Hammersmith, London",2017-06-17,125,96
"Lyric Hammersmith, London",2017-06-19,129,121
"Lyric Hammersmith, London",2017-06-20,166,101
"Lyric Hammersmith, London",2017-06-21,197,104
"Lyric Hammersmith, London",2017-06-22,184,133
"Lyric Hammersmith, London",2017-06-23,147,123
"Lyric Hammersmith, London",2017-06-24,136,72
"Lyric Hammersmith, London",2017-06-24,133,93
"Lyric Hammersmith, London",2017-06-26,143,89
"Lyric Hammersmith, London",2017-06-27,181,103
"Lyric Hammersmith, London",2017-06-28,165,129
"Lyric Hammersmith, London",2017-06-29,195,95
"Lyric Hammersmith, London",2017-06-30,179,131
"Lyric Hammersmith, London",2017-07-01,255,160
"Lyric Hammersmith, London",2017-07-03,133,90
"Lyric Hammersmith, London",2017-07-04,181,120
"Lyric Hammersmith, London",2017-07-05,167,125
"Lyric Hammersmith, London",2017-07-05,99,62
"Lyric Hammersmith, London",2017-07-06,155,90
"Lyric Hammersmith, London",2017-07-07,200,141
"Lyric Hammersmith, London",2017-07-08,152,99
"Lyric Hammersmith, London",2017-07-08,237,130
"Lyric Hammersmith, London",2017-07-10,242,147
"Lyric Hammersmith, London",2017-07-11,219,135
"Lyric Hammersmith, London",2017-07-12,109,58
"Lyric Hammersmith, London",2017-07-12,236,128
"Lyric Hammersmith, London",2017-07-13,225,148
"Lyric Hammersmith, London",2017-07-14,255,148
"Lyric Hammersmith, London",2017-07-15,272,156
"Lyric Hammersmith, London",2017-07-15,189,108
"Mainfranken Theater Würzburg",2016-11-20,100,89
"Mainfranken Theater Würzburg",2016-11-27,88,87
"Mainfranken Theater Würzburg",2016-12-05,87,89
"Mainfranken Theater Würzburg",2016-12-06,140,37
"Mainfranken Theater Würzburg",2016-12-12,92,82
"Mainfranken Theater Würzburg",2016-12-18,89,81
"Mainfranken Theater Würzburg",2017-01-11,116,49
"Mainfranken Theater Würzburg",2017-01-15,95,85
"Mainfranken Theater Würzburg",2017-01-16,142,48
"Mainfranken Theater Würzburg",2017-01-28,95,83
"Mainfranken Theater Würzburg",2017-01-29,92,63
"Mainfranken Theater Würzburg",2017-02-14,117,56
"Mainfranken Theater Würzburg",2017-03-04,116,77
"Mainfranken Theater Würzburg",2017-03-06,72,48
"Mainfranken Theater Würzburg",2017-03-12,113,63
"Mainfranken Theater Würzburg",2017-03-13,74,43
"Mainfranken Theater Würzburg",2017-03-17,74,86
"Mainfranken Theater Würzburg",2017-04-04,84,23
"Mainfranken Theater Würzburg",2017-04-07,72,44
"Mainzer Kammerspiele",2016-03-31,111,83
"Mainzer Kammerspiele",2016-04-01,121,77
"Mainzer Kammerspiele",2016-04-02,91,99
"Mainzer Kammerspiele",2016-04-26,117,78
"Mainzer Kammerspiele",2016-04-27,126,69
"Mainzer Kammerspiele",2016-04-28,134,69
"Mainzer Kammerspiele",2016-05-06,102,89
"Mainzer Kammerspiele",2016-05-07,118,78
"Mainzer Kammerspiele",2016-05-31,117,81
"Mainzer Kammerspiele",2016-06-01,115,77
"Mainzer Kammerspiele",2016-06-02,125,75
"Mainzer Kammerspiele",2016-10-25,102,85
"Mainzer Kammerspiele",2016-10-26,103,88
"Mainzer Kammerspiele",2016-10-27,120,75
"Mainzer Kammerspiele",2016-11-25,109,112
"Mainzer Kammerspiele",2016-11-26,110,102
"Mainzer Kammerspiele",2017-01-24,75,46
"Mainzer Kammerspiele",2017-01-25,41,38
"Mainzer Kammerspiele",2017-01-26,118,74
"Mainzer Kammerspiele",2017-02-07,90,46
"Mainzer Kammerspiele",2017-02-08,49,45
"Mainzer Kammerspiele",2017-02-09,41,27
"Mainzer Kammerspiele",2017-03-17,108,74
"Mainzer Kammerspiele",2017-03-18,116,98
"Metropoltheater München",2016-02-19,103,97
"Metropoltheater München",2016-02-20,89,86
"Metropoltheater München",2016-02-21,81,58
"Metropoltheater München",2016-02-22,88,69
"Metropoltheater München",2016-02-24,86,65
"Metropoltheater München",2016-02-25,120,40
"Metropoltheater München",2016-03-01,104,95
"Metropoltheater München",2016-03-02,81,95
"Metropoltheater München",2016-03-03,95,100
"Metropoltheater München",2016-03-05,103,98
"Metropoltheater München",2016-03-06,126,79
"Metropoltheater München",2016-03-16,103,81
"Metropoltheater München",2016-03-18,112,92
"Metropoltheater München",2016-03-19,106,95
"Metropoltheater München",2016-03-22,116,88
"Metropoltheater München",2016-03-23,113,97
"Metropoltheater München",2016-03-30,93,106
"Metropoltheater München",2016-03-31,102,95
"Metropoltheater München",2016-05-05,115,82
"Metropoltheater München",2016-05-06,95,112
"Metropoltheater München",2016-05-07,99,81
"Metropoltheater München",2016-05-08,110,80
"Metropoltheater München",2016-05-09,99,91
"Metropoltheater München",2016-05-11,111,81
"Metropoltheater München",2016-05-12,145,42
"Metropoltheater München",2016-05-12,120,77
"Metropoltheater München",2016-05-13,103,93
"Metropoltheater München",2016-08-24,126,79
"Metropoltheater München",2016-08-25,102,96
"Metropoltheater München",2016-08-26,105,99
"Metropoltheater München",2016-08-27,104,88
"Metropoltheater München",2016-08-31,111,89
"Metropoltheater München",2016-09-01,118,90
"Metropoltheater München",2016-09-02,111,94
"Metropoltheater München",2016-09-03,108,83
"Metropoltheater München",2016-09-06,113,85
"Metropoltheater München",2016-09-07,123,78
"Metropoltheater München",2016-09-08,105,92
"Metropoltheater München",2016-09-09,130,60
"Metropoltheater München",2016-09-10,107,91
"Metropoltheater München",2016-11-10,81,89
"Metropoltheater München",2016-11-11,148,47
"Metropoltheater München",2016-11-11,74,118
"Metropoltheater München",2016-11-12,103,96
"Metropoltheater München",2016-11-14,160,38
"Metropoltheater München",2016-11-14,111,85
"Metropoltheater München",2016-11-15,98,91
"Metropoltheater München",2016-11-16,88,96
"Metropoltheater München",2016-11-17,81,104
"Metropoltheater München",2016-11-17,153,41
"Metropoltheater München",2016-11-20,87,118
"Metropoltheater München",2016-11-21,98,104
"Metropoltheater München",2016-11-22,107,86
"Metropoltheater München",2016-11-23,102,80
"Metropoltheater München",2016-11-24,90,95
"Metropoltheater München",2016-11-25,90,100
"Metropoltheater München",2016-11-27,101,102
"Metropoltheater München",2017-05-05,44,37
"Metropoltheater München",2017-05-09,87,56
"Metropoltheater München",2017-05-12,45,45
"Metropoltheater München",2017-05-12,104,28
"Metropoltheater München",2017-05-13,42,31
"Metropoltheater München",2017-05-14,32,30
"Metropoltheater München",2017-05-17,61,47
"Metropoltheater München",2017-05-18,37,10
"Metropoltheater München",2017-05-19,59,44
"Metropoltheater München",2017-05-20,56,46
"Metropoltheater München",2017-05-21,47,27
"Metropoltheater München",2017-05-22,74,45
"Metropoltheater München",2017-05-24,82,50
"Metropoltheater München",2017-05-25,29,18
"Metropoltheater München",2017-05-26,23,29
"Metropoltheater München",2017-05-27,15,16
"Metropoltheater München",2017-05-28,28,19
"Metropoltheater München",2017-05-31,75,41
"Metropoltheater München",2017-05-31,60,31
"Metropoltheater München",2017-06-05,65,43
"Metropoltheater München",2017-06-08,59,52
"Miami New Drama",2017-01-26,135,55
"Miami New Drama",2017-01-30,136,38
"Miami New Drama",2017-01-30,204,97
"Miami New Drama",2017-01-30,164,53
"Miami New Drama",2017-02-02,95,45
"Miami New Drama",2017-02-03,100,65
"Miami New Drama",2017-02-04,217,97
"Miami New Drama",2017-02-05,135,60
"Miami New Drama",2017-02-09,136,72
"Miami New Drama",2017-02-09,108,61
"Miami New Drama",2017-02-10,136,80
"Miami New Drama",2017-02-11,178,156
"Miami New Drama",2017-02-12,101,53
"Mittwoch Theater, Hannover",2017-04-20,24,29
"Mittwoch Theater, Hannover",2017-04-20,24,29
"Mittwoch Theater, Hannover",2017-04-25,36,22
"National Theatre Brno",2017-10-11,110,27
"National Theatre Brno",2017-10-12,149,48
"National Theatre Brno",2017-10-13,161,59
"National Theatre Brno",2017-10-14,119,54
"National Theatre Brno",2017-10-16,192,60
"National Theatre Brno",2017-10-17,188,58
"National Theatre Brno",2017-10-21,178,63
"Nikkei Hall, Tokyo",2016-08-13,132,285
"Nikkei Hall, Tokyo",2016-08-13,150,267
"Oldenburgisches Staatstheater",2016-02-20,279,229
"Oldenburgisches Staatstheater",2016-02-26,257,210
"Oldenburgisches Staatstheater",2016-03-06,317,198
"Oldenburgisches Staatstheater",2016-03-07,213,138
"Oldenburgisches Staatstheater",2016-03-12,328,182
"Oldenburgisches Staatstheater",2016-03-15,305,152
"Oldenburgisches Staatstheater",2016-04-03,311,180
"Oldenburgisches Staatstheater",2016-04-06,84,43
"Oldenburgisches Staatstheater",2016-04-10,115,90
"Oldenburgisches Staatstheater",2016-04-17,163,77
"Oldenburgisches Staatstheater",2016-04-19,342,151
"Oldenburgisches Staatstheater",2016-04-22,295,223
"Oldenburgisches Staatstheater",2016-04-28,314,154
"Oldenburgisches Staatstheater",2016-06-02,351,166
"Oldenburgisches Staatstheater",2016-06-06,325,206
"Oldenburgisches Staatstheater",2016-06-06,306,90
"Oldenburgisches Staatstheater",2016-06-10,295,209
"Oldenburgisches Staatstheater",2016-06-25,304,210
"Oldenburgisches Staatstheater",2016-09-10,251,159
"Oldenburgisches Staatstheater",2016-09-18,45,31
"Oldenburgisches Staatstheater",2016-11-04,288,192
"Oldenburgisches Staatstheater",2016-11-05,174,125
"Oldenburgisches Staatstheater",2016-12-13,337,106
"Oldenburgisches Staatstheater",2017-01-03,253,143
"Oldenburgisches Staatstheater",2017-04-23,280,106
"Oldenburgisches Staatstheater",2017-04-23,280,106
"Oldenburgisches Staatstheater",2017-05-25,88,54
"Oldenburgisches Staatstheater",2017-06-06,112,50
"Pfalztheater Kaiserslautern",2016-10-08,220,193
"Pfalztheater Kaiserslautern",2016-10-15,290,199
"Pfalztheater Kaiserslautern",2016-10-20,191,110
"Pfalztheater Kaiserslautern",2016-10-28,256,203
"Pfalztheater Kaiserslautern",2016-11-08,333,212
"Pfalztheater Kaiserslautern",2016-11-12,319,210
"Pfalztheater Kaiserslautern",2016-11-30,359,190
"Pfalztheater Kaiserslautern",2016-12-02,355,262
"Pfalztheater Kaiserslautern",2016-12-28,333,241
"Queensland Performing Arts Centre, Brisbane",2017-09-19,264,175
"Queensland Performing Arts Centre, Brisbane",2017-09-20,316,201
"Queensland Performing Arts Centre, Brisbane",2017-09-21,270,196
"Queensland Performing Arts Centre, Brisbane",2017-09-22,335,240
"Queensland Performing Arts Centre, Brisbane",2017-09-23,472,187
"Sahne Theater, Ankara",2017-05-06,238,88
"Salzburger Landestheater",2017-02-04,260,189
"Salzburger Landestheater",2017-02-09,304,159
"Salzburger Landestheater",2017-02-12,234,160
"Salzburger Landestheater",2017-02-15,273,115
"Salzburger Landestheater",2017-02-20,306,183
"Salzburger Landestheater",2017-02-25,259,276
"Salzburger Landestheater",2017-03-03,428,157
"Salzburger Landestheater",2017-03-09,416,151
"Salzburger Landestheater",2017-03-15,446,154
"Salzburger Landestheater",2017-04-07,411,203
"Salzburger Landestheater",2017-04-09,360,155
"Salzburger Landestheater",2017-04-19,457,203
"Schauspielbühnen in Stuttgart",2016-02-05,228,137
"Schauspielbühnen in Stuttgart",2016-02-06,219,156
"Schauspielbühnen in Stuttgart",2016-02-09,198,96
"Schauspielbühnen in Stuttgart",2016-02-10,198,96
"Schauspielbühnen in Stuttgart",2016-02-11,238,105
"Schauspielbühnen in Stuttgart",2016-02-12,252,120
"Schauspielbühnen in Stuttgart",2016-02-13,258,172
"Schauspielbühnen in Stuttgart",2016-02-15,217,101
"Schauspielbühnen in Stuttgart",2016-02-16,241,100
"Schauspielbühnen in Stuttgart",2016-02-18,216,117
"Schauspielbühnen in Stuttgart",2016-02-19,231,137
"Schauspielbühnen in Stuttgart",2016-02-20,265,125
"Schauspielbühnen in Stuttgart",2016-02-22,254,123
"Schauspielbühnen in Stuttgart",2016-02-23,232,126
"Schauspielbühnen in Stuttgart",2016-02-24,246,116
"Schauspielbühnen in Stuttgart",2016-02-25,225,157
"Schauspielbühnen in Stuttgart",2016-02-26,268,151
"Schauspielbühnen in Stuttgart",2016-02-27,239,174
"Schauspielbühnen in Stuttgart",2016-02-29,270,124
"Schauspielbühnen in Stuttgart",2016-03-01,263,140
"Schauspielbühnen in Stuttgart",2016-03-02,281,160
"Schauspielbühnen in Stuttgart",2016-03-03,275,166
"Schauspielbühnen in Stuttgart",2016-03-04,256,167
"Schauspielbühnen in Stuttgart",2016-03-05,264,179
"Schauspielbühnen in Stuttgart",2016-03-06,280,169
"Schauspielbühnen in Stuttgart",2016-03-08,277,172
"Schauspielbühnen in Stuttgart",2016-03-09,258,173
"Schauspielbühnen in Stuttgart",2016-03-10,277,156
"Schauspielbühnen in Stuttgart",2016-03-11,241,186
"Schauspielbühnen in Stuttgart",2016-03-12,274,165
"Schauspiel Frankfurt",2015-10-03,240,230
"Schauspiel Frankfurt",2015-10-09,283,196
"Schauspiel Frankfurt",2015-10-17,265,212
"Schauspiel Frankfurt",2015-10-29,264,231
"Schauspiel Frankfurt",2015-11-14,292,198
"Schauspiel Frankfurt",2015-11-28,298,197
"Schauspiel Frankfurt",2015-12-10,240,224
"Schauspiel Frankfurt",2015-12-14,265,198
"Schauspiel Frankfurt",2015-12-30,252,250
"Schauspiel Frankfurt",2016-01-10,293,210
"Schauspiel Frankfurt",2016-02-07,285,199
"Schauspiel Frankfurt",2016-02-28,300,280
"Schauspiel Frankfurt",2016-02-29,355,147
"Schauspiel Frankfurt",2016-03-17,266,211
"Schauspiel Frankfurt",2016-03-26,260,235
"Schauspiel Frankfurt",2016-04-08,289,205
"Schauspiel Frankfurt",2016-05-01,249,211
"Schauspiel Frankfurt",2016-05-08,256,210
"Schauspiel Frankfurt",2016-05-15,251,186
"Schauspiel Frankfurt",2016-05-16,289,192
"Schauspiel Frankfurt",2016-06-24,232,227
"Schauspiel Frankfurt",2016-06-25,246,221
"Schauspiel Frankfurt",2016-12-31,234,215
"Schauspiel Frankfurt",2017-01-04,235,239
"Schlosstheater Celle",2015-11-06,142,53
"Schlosstheater Celle",2015-11-07,93,44
"Schlosstheater Celle",2015-11-09,109,67
"Schlosstheater Celle",2015-11-10,98,68
"Schlosstheater Celle",2015-11-11,89,53
"Schlosstheater Celle",2015-11-12,126,35
"Schlosstheater Celle",2015-11-14,88,70
"Schlosstheater Celle",2015-11-15,128,45
"Schlosstheater Celle",2015-11-19,140,41
"Schlosstheater Celle",2015-11-20,153,47
"Schlosstheater Celle",2015-11-21,118,40
"Schlosstheater Celle",2015-11-22,126,54
"Schlosstheater Celle",2015-11-22,115,63
"Schlosstheater Celle",2015-11-25,142,66
"Schlosstheater Celle",2015-11-28,195,97
"Schlosstheater Celle",2015-12-01,168,76
"Schlosstheater Celle",2015-12-04,188,87
"Schlosstheater Celle",2015-12-16,187,82
"Schlosstheater Celle",2016-01-06,183,110
"Schlosstheater Celle",2016-03-01,65,36
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-09-21,204,121
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-09-22,171,85
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-09-23,129,85
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-09-27,67,53
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-09-28,252,143
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-09-29,258,157
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-09-30,156,125
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-02,340,163
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-03,305,226
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-05,108,50
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-06,177,130
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-07,87,104
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-10,142,56
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-11,238,201
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-12,156,65
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-13,147,73
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-14,248,146
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-17,205,81
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-19,155,89
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-20,98,64
"Senf Theaterpartners/Kik Productions, Niederlande/The Netherlands",2017-10-21,198,150
"Staatsschauspiel Dresden",2016-01-28,284,385
"Staatsschauspiel Dresden",2016-02-01,280,304
"Staatsschauspiel Dresden",2016-02-08,312,352
"Staatsschauspiel Dresden",2016-02-22,367,312
"Staatsschauspiel Dresden",2016-03-06,345,329
"Staatsschauspiel Dresden",2016-03-06,336,350
"Staatsschauspiel Dresden",2016-03-11,352,316
"Staatsschauspiel Dresden",2016-03-30,347,341
"Staatsschauspiel Dresden",2016-04-05,333,315
"Staatsschauspiel Dresden",2016-04-18,128,136
"Staatsschauspiel Dresden",2016-05-01,344,170
"Staatsschauspiel Dresden",2016-05-01,308,348
"Staatsschauspiel Dresden",2016-05-06,345,290
"Staatsschauspiel Dresden",2016-05-11,361,298
"Staatsschauspiel Dresden",2016-05-17,357,312
"Staatsschauspiel Dresden",2016-05-28,389,353
"Staatsschauspiel Dresden",2016-10-30,317,340
"Staatsschauspiel Dresden",2016-11-10,315,284
"Staatsschauspiel Dresden",2016-11-11,348,300
"Staatsschauspiel Dresden",2016-12-17,256,221
"Staatsschauspiel Dresden",2016-12-18,159,155
"Staatsschauspiel Dresden",2016-12-18,156,95
"Staatsschauspiel Dresden",2017-01-04,293,272
"Staatsschauspiel Dresden",2017-02-07,246,217
"Staatsschauspiel Dresden",2017-03-03,337,247
"Staatsschauspiel Dresden",2017-03-20,206,200
"Staatsschauspiel Dresden",2017-03-31,238,157
"Staatsschauspiel Dresden",2017-04-26,218,168
"Staatsschauspiel Dresden",2017-05-18,304,269
"Staatstheater Braunschweig",2016-01-22,108,138
"Staatstheater Braunschweig",2016-01-27,133,121
"Staatstheater Braunschweig",2016-02-05,137,116
"Staatstheater Braunschweig",2016-02-10,173,82
"Staatstheater Braunschweig",2016-02-13,152,105
"Staatstheater Braunschweig",2016-02-19,132,126
"Staatstheater Braunschweig",2016-02-28,116,134
"Staatstheater Braunschweig",2016-03-03,150,84
"Staatstheater Braunschweig",2016-03-11,134,110
"Staatstheater Braunschweig",2016-03-31,126,135
"Staatstheater Braunschweig",2016-04-30,141,126
"Staatstheater Braunschweig",2016-05-15,137,119
"Staatstheater Braunschweig",2016-05-15,132,126
"Staatstheater Braunschweig",2016-05-28,139,116
"Staatstheater Braunschweig",2016-10-15,150,116
"Staatstheater Braunschweig",2016-10-25,181,71
"Staatstheater Braunschweig",2016-11-12,117,126
"Staatstheater Braunschweig",2016-12-05,169,78
"Staatstheater Braunschweig",2016-12-21,132,107
"Staatstheater Braunschweig",2016-12-27,102,108
"Staatstheater Braunschweig",2017-01-07,88,123
"Staatstheater Braunschweig",2017-01-27,106,93
"Staatstheater Braunschweig",2017-01-28,100,77
"Staatstheater Braunschweig",2017-02-04,155,87
"Staatstheater Braunschweig",2017-02-12,153,92
"Staatstheater Braunschweig",2017-03-07,153,93
"Staatstheater Braunschweig",2017-03-14,175,77
"Staatstheater Braunschweig",2017-04-09,70,73
"Staatstheater Braunschweig",2017-04-30,66,42
"Staatstheater Braunschweig",2017-05-11,95,61
"Staatstheater Braunschweig",2017-06-11,91,45
"Staatstheater Braunschweig",2017-06-17,59,31
"Staatstheater Kassel",2016-04-16,265,200
"Staatstheater Kassel",2016-04-23,273,203
"Staatstheater Kassel",2016-04-26,287,153
"Staatstheater Kassel",2016-04-28,298,101
"Staatstheater Kassel",2016-05-13,261,181
"Staatstheater Kassel",2016-05-28,270,218
"Staatstheater Kassel",2016-06-04,256,167
"Staatstheater Kassel",2016-06-05,280,181
"Staatstheater Kassel",2016-07-15,267,175
"Staatstheater Kassel",2016-07-17,252,213
"Staatstheater Kassel",2016-10-05,253,183
"Staatstheater Kassel",2016-10-16,212,167
"Staatstheater Kassel",2016-10-28,276,179
"Staatstheater Kassel",2016-11-04,268,175
"Staatstheater Nürnberg",2016-02-14,87,108
"Staatstheater Nürnberg",2016-02-16,116,55
"Staatstheater Nürnberg",2016-02-18,114,79
"Staatstheater Nürnberg",2016-02-21,105,84
"Staatstheater Nürnberg",2016-02-25,125,65
"Staatstheater Nürnberg",2016-03-06,100,82
"Staatstheater Nürnberg",2016-03-11,108,89
"Staatstheater Nürnberg",2016-03-16,85,89
"Staatstheater Nürnberg",2016-03-19,103,96
"Staatstheater Nürnberg",2016-03-23,108,87
"Staatstheater Nürnberg",2016-03-31,106,90
"Staatstheater Nürnberg",2016-04-16,103,84
"Staatstheater Nürnberg",2016-04-30,107,72
"Staatstheater Nürnberg",2016-05-06,102,88
"Staatstheater Nürnberg",2016-06-27,99,92
"Staatstheater Nürnberg",2016-07-02,76,71
"Staatstheater Nürnberg",2016-07-05,117,84
"Staatstheater Nürnberg",2016-07-08,108,92
"Staatstheater Nürnberg",2016-10-26,223,220
"Staatstheater Nürnberg",2016-11-10,301,190
"Staatstheater Nürnberg",2016-11-20,233,231
"Staatstheater Nürnberg",2016-11-27,248,214
