"theater","date","not_guilty","guilty"
"Staatstheater Nürnberg",2016-12-16,257,174
"Staatstheater Nürnberg",2017-01-09,246,147
"Staatstheater Nürnberg",2017-01-20,205,107
"Staatstheater Nürnberg",2017-01-30,198,194
"Staatstheater Nürnberg",2017-02-03,294,143
"Staatstheater Nürnberg",2017-02-04,205,139
"Staatstheater Nürnberg",2017-02-14,243,209
"Staatstheater Nürnberg",2017-02-15,78,75
"Staatstheater Nürnberg",2017-02-17,294,142
"Staatstheater Nürnberg",2017-03-07,237,142
"Staatstheater Nürnberg",2017-03-11,282,147
"Staatstheater Nürnberg",2017-03-28,259,126
"Staatstheater Nürnberg",2017-04-04,219,95
"Staatstheater Nürnberg",2017-05-16,258,187
"Stadthaus Ulm",2017-03-07,74,86
"Stadttheater Biel Solothurn",2017-03-11,91,66
"Stadttheater Biel Solothurn",2017-03-14,141,61
"Stadttheater Biel Solothurn",2017-03-15,132,36
"Stadttheater Biel Solothurn",2017-03-17,126,54
"Stadttheater Biel Solothurn",2017-03-18,126,48
"Stadttheater Biel Solothurn",2017-03-24,220,105
"Stadttheater Biel Solothurn",2017-04-04,138,51
"Stadttheater Biel Solothurn",2017-04-05,150,77
"Stadttheater Biel Solothurn",2017-04-13,122,59
"Stadttheater Biel Solothurn",2017-04-22,164,82
"Stadttheater Biel Solothurn",2017-04-25,281,103
"Stadttheater Biel Solothurn",2017-05-12,155,94
"Stadttheater Biel Solothurn",2017-05-15,112,51
"Stadttheater Biel Solothurn",2017-05-18,145,53
"Stadttheater Biel Solothurn",2017-05-23,143,53
"Stadttheater Biel Solothurn",2017-05-27,48,21
"Stadttheater Bremerhaven",2017-02-11,43,58
"Stadttheater Bremerhaven",2017-02-16,71,31
"Stadttheater Bremerhaven",2017-02-19,38,29
"Stadttheater Bremerhaven",2017-03-04,52,27
"Stadttheater Bremerhaven",2017-03-10,81,29
"Stadttheater Bremerhaven",2017-03-16,70,28
"Stadttheater Bremerhaven",2017-03-24,75,33
"Stadttheater Bremerhaven",2017-04-11,43,34
"Stadttheater Bremerhaven",2017-04-22,40,20
"Stadttheater Bremerhaven",2017-04-25,56,14
"Stadttheater Bremerhaven",2017-05-04,95,14
"Stadttheater Bremerhaven",2017-05-23,63,20
"Stadttheater Bremerhaven",2017-05-26,26,14
"Stadttheater Bremerhaven",2017-06-27,18,12
"Stadttheater Bremerhaven",2017-06-29,24,9
"Stadttheater Ingolstadt",2017-05-19,27,51
"Stadttheater Ingolstadt",2017-05-20,45,38
"Stadttheater Ingolstadt",2017-05-22,31,41
"Stadttheater Ingolstadt",2017-05-24,52,33
"Stadttheater Ingolstadt",2017-05-27,32,40
"Stadttheater Ingolstadt",2017-05-28,36,41
"Stadttheater Ingolstadt",2017-05-30,25,50
"Stadttheater Ingolstadt",2017-05-31,37,44
"Stadttheater Ingolstadt",2017-06-03,55,33
"Stadttheater Ingolstadt",2017-06-07,42,44
"Stadttheater Ingolstadt",2017-06-08,50,33
"Stadttheater Ingolstadt",2017-06-09,43,41
"Teatro Trasnocho, Caracas",2016-07-08,228,82
"Teatro Trasnocho, Caracas",2016-07-09,220,72
"Teatro Trasnocho, Caracas",2016-07-10,186,92
"Teatro Trasnocho, Caracas",2016-07-15,191,93
"Teatro Trasnocho, Caracas",2016-07-16,203,86
"Teatro Trasnocho, Caracas",2016-07-17,183,109
"Teatro Trasnocho, Caracas",2016-07-29,209,87
"Teatro Trasnocho, Caracas",2016-07-30,168,127
"Teatro Trasnocho, Caracas",2016-07-31,128,164
"Teatro Trasnocho, Caracas",2016-08-05,170,121
"Teatro Trasnocho, Caracas",2016-08-06,203,97
"Teatro Trasnocho, Caracas",2016-08-07,192,116
"Teatro Trasnocho, Caracas",2016-08-12,165,130
"Teatro Trasnocho, Caracas",2016-08-13,167,124
"Teatro Trasnocho, Caracas",2016-08-14,186,110
"Teatro Trasnocho, Caracas",2016-08-19,181,108
"Teatro Trasnocho, Caracas",2016-08-20,181,116
"Teatro Trasnocho, Caracas",2016-08-21,160,134
"Teatro Trasnocho, Caracas",2016-08-26,204,115
"Teatro Trasnocho, Caracas",2016-08-27,177,118
"Teatro Trasnocho, Caracas",2016-08-28,164,172
"Teatro Trasnocho, Caracas",2016-09-02,125,107
"Teatro Trasnocho, Caracas",2016-09-03,158,111
"Teatro Trasnocho, Caracas",2016-09-04,182,142
"Teatro Trasnocho, Caracas",2016-09-09,156,99
"Teatro Trasnocho, Caracas",2016-09-10,225,95
"Teatro Trasnocho, Caracas",2016-09-11,172,174
"Teatro Trasnocho, Caracas",2016-09-16,137,111
"Teatro Trasnocho, Caracas",2016-09-17,177,133
"Teatro Trasnocho, Caracas",2016-09-18,187,112
"Teatro Trasnocho, Caracas",2016-09-23,144,80
"Teatro Trasnocho, Caracas",2016-09-24,192,106
"Teatro Trasnocho, Caracas",2016-09-25,168,128
"Teatro Trasnocho, Caracas",2016-09-30,143,111
"Teatro Trasnocho, Caracas",2016-10-01,199,144
"Teatro Trasnocho, Caracas",2016-10-02,165,100
"Teatro Trasnocho, Caracas",2016-10-08,168,125
"Teatro Trasnocho, Caracas",2016-10-09,167,130
"Teatro Trasnocho, Caracas",2016-10-14,169,129
"Teatro Trasnocho, Caracas",2016-10-15,184,124
"Teatro Trasnocho, Caracas",2016-10-16,176,117
"Teatro Trasnocho, Caracas",2016-10-21,179,137
"Teatro Trasnocho, Caracas",2016-10-23,268,326
"Teatro Trasnocho, Caracas",2016-10-28,159,126
"Teatro Trasnocho, Caracas",2016-10-29,185,129
"Teatro Trasnocho, Caracas",2016-10-30,134,124
"Teatro Trasnocho, Caracas",2016-11-04,175,119
"Teatro Trasnocho, Caracas",2016-11-05,218,106
"Teatro Trasnocho, Caracas",2016-11-06,141,104
"Teatro Trasnocho, Caracas",2016-11-09,178,39
"Teatro Trasnocho, Caracas",2016-11-11,147,137
"Teatro Trasnocho, Caracas",2016-11-12,138,134
"Teatro Trasnocho, Caracas",2016-11-13,86,57
"Teatr Slaski, Katowice",2017-06-17,140,45
"Teatr Slaski, Katowice",2017-06-18,183,47
"Teatr Slaski, Katowice",2017-09-16,163,35
"Teatr Slaski, Katowice",2017-09-17,165,49
"Theater Aachen",2015-11-12,80,58
"Theater Aachen",2015-11-18,95,38
"Theater Aachen",2015-11-21,86,45
"Theater Aachen",2015-11-24,96,47
"Theater Aachen",2015-11-27,96,36
"Theater Aachen",2015-12-02,91,46
"Theater Aachen",2015-12-05,103,37
"Theater Aachen",2015-12-08,85,54
"Theater Aachen",2015-12-16,85,56
"Theater Aachen",2015-12-20,83,58
"Theater Aachen",2016-01-03,78,73
"Theater Aachen",2016-01-17,90,57
"Theater Aachen",2016-01-28,98,47
"Theater Aachen",2016-01-31,85,61
"Theater Aachen",2016-02-21,88,57
"Theater Aachen",2016-02-26,87,57
"Theater Aachen",2016-02-28,85,50
"Theater Aachen",2016-03-06,88,61
"Theater Aachen",2016-03-13,91,51
"Theater Aachen",2016-03-24,74,53
"Theater Aachen",2016-03-31,92,49
"Theater Aachen",2016-04-28,98,41
"Theater Aachen",2016-04-30,86,53
"Theater Aachen",2016-05-12,86,64
"Theater Aachen",2016-05-20,93,51
"Theater Aachen",2016-06-22,83,56
"Theater Aachen",2016-07-01,82,53
"Theater Aachen",2016-10-07,99,38
"Theater Aachen",2016-10-21,76,69
"Theater Aachen",2016-11-11,94,44
"Theater Aachen",2016-11-18,85,46
"Theater Aachen",2016-12-21,85,57
"Theater Aachen",2017-02-02,79,58
"Theater Aachen",2017-02-16,99,42
"Theater Aachen",2017-04-18,37,35
"Theater Aachen",2017-04-29,71,54
"Theater Aachen",2017-05-04,31,32
"Theater Aachen",2017-05-14,72,32
"Theater an der Effingerstraße",2016-08-20,121,45
"Theater an der Effingerstraße",2016-08-22,87,27
"Theater an der Effingerstraße",2016-08-23,73,28
"Theater an der Effingerstraße",2016-08-24,88,26
"Theater an der Effingerstraße",2016-08-25,82,34
"Theater an der Effingerstraße",2016-08-26,86,18
"Theater an der Effingerstraße",2016-08-27,80,32
"Theater an der Effingerstraße",2016-08-28,91,29
"Theater an der Effingerstraße",2016-08-30,110,34
"Theater an der Effingerstraße",2016-08-31,111,32
"Theater an der Effingerstraße",2016-09-01,-1,-1
"Theater an der Effingerstraße",2016-09-01,94,39
"Theater an der Effingerstraße",2016-09-02,110,28
"Theater an der Effingerstraße",2016-09-03,89,37
"Theater an der Effingerstraße",2016-09-04,102,31
"Theater an der Effingerstraße",2016-09-06,107,42
"Theater an der Effingerstraße",2016-09-07,122,24
"Theater an der Effingerstraße",2016-09-08,109,52
"Theater an der Effingerstraße",2016-09-09,101,56
"Theater an der Effingerstraße",2016-09-10,109,52
"Theater an der Effingerstraße",2016-09-12,111,43
"Theater an der Effingerstraße",2016-09-13,115,44
"Theater an der Effingerstraße",2016-09-14,119,32
"Theater an der Effingerstraße",2016-09-15,105,43
"Theater an der Effingerstraße",2016-09-16,103,55
"Theater Ansbach",2017-04-07,49,34
"Theater Ansbach",2017-04-11,47,26
"Theater Ansbach",2017-04-25,44,25
"Theater Ansbach",2017-04-26,61,14
"Theater Ansbach",2017-04-27,55,20
"Theater Ansbach",2017-04-29,57,24
"Theater Ansbach",2017-05-02,47,20
"Theater Ansbach",2017-05-05,40,35
"Theater Ansbach",2017-05-05,112,54
"Theater Ansbach",2017-05-10,55,20
"Theater Ansbach",2017-05-13,44,29
"Theater Ansbach",2017-05-19,89,31
"Theater Ansbach",2017-05-20,45,32
"Theater Ansbach",2017-05-21,48,32
"Theater Ansbach",2017-05-27,38,39
"Theater Baden-Baden",2015-10-16,137,87
"Theater Baden-Baden",2015-10-17,63,38
"Theater Baden-Baden",2015-10-18,88,28
"Theater Baden-Baden",2015-10-23,88,39
"Theater Baden-Baden",2015-11-01,90,47
"Theater Baden-Baden",2015-11-11,69,37
"Theater Baden-Baden",2015-11-12,133,37
"Theater Baden-Baden",2015-11-14,104,42
"Theater Baden-Baden",2015-11-20,93,38
"Theater Baden-Baden",2015-11-21,90,55
"Theater Baden-Baden",2015-12-01,117,46
"Theater Baden-Baden",2015-12-27,183,117
"Theater Baden-Baden",2016-01-16,194,119
"Theater Baden-Baden",2016-01-30,206,106
"Theater Baden-Baden",2016-02-05,102,66
"Theater Baden-Baden",2016-03-05,132,91
"Theater Baden-Baden",2016-03-19,86,57
"Theater Baden-Baden",2016-05-21,62,37
"Theater Baden-Baden",2016-09-24,49,26
"Theater Baden-Baden",2016-10-08,99,54
"Theater Baden-Baden",2016-11-05,46,23
"Theater Bielefeld",2016-01-30,372,227
"Theater Bielefeld",2016-02-02,374,215
"Theater Bielefeld",2016-02-06,398,183
"Theater Bielefeld",2016-02-12,403,186
"Theater Bielefeld",2016-02-18,438,146
"Theater Bielefeld",2016-02-19,419,193
"Theater Bielefeld",2016-02-21,381,212
"Theater Bielefeld",2016-02-24,416,175
"Theater Bielefeld",2016-02-26,365,239
"Theater Bielefeld",2016-02-28,361,234
"Theater Bielefeld",2016-03-02,398,187
"Theater Bielefeld",2016-03-03,406,188
"Theater Bielefeld",2016-03-06,383,191
"Theater Bielefeld",2016-03-06,391,189
"Theater Bielefeld",2016-03-12,160,129
"Theater Bielefeld",2016-03-24,412,176
"Theater Bielefeld",2016-03-25,365,235
"Theater Bielefeld",2016-04-06,439,159
"Theater Bielefeld",2016-05-17,334,221
"Theater Bielefeld",2016-09-27,352,148
"Theater Bielefeld",2016-10-02,387,229
"Theater Bielefeld",2016-10-03,359,246
"Theater Bielefeld",2016-10-30,379,214
"Theater Bielefeld",2016-11-13,446,136
"Theater Bielefeld",2017-01-22,394,184
"Theater Bielefeld",2017-02-11,368,219
"Theater Bielefeld",2017-03-07,398,171
"Theater Bielefeld",2017-04-17,225,115
"Theater Bielefeld",2017-04-23,324,159
"Theater Bielefeld",2017-06-04,207,120
"Theater der Altmark, Stendal",2016-12-10,39,28
"Theater der Altmark, Stendal",2016-12-12,27,21
"Theater der Altmark, Stendal",2016-12-14,56,8
"Theater der Altmark, Stendal",2016-12-14,33,20
"Theater der Altmark, Stendal",2017-01-03,53,14
"Theater der Altmark, Stendal",2017-01-04,56,4
"Theater der Altmark, Stendal",2017-01-05,56,7
"Theater der Altmark, Stendal",2017-01-10,36,5
"Theater der Altmark, Stendal",2017-01-13,43,19
"Theater der Altmark, Stendal",2017-01-13,26,2
"Theater der Altmark, Stendal",2017-01-22,46,15
"Theater der Altmark, Stendal",2017-01-23,52,5
"Theater der Altmark, Stendal",2017-01-23,41,22
"Theater der Altmark, Stendal",2017-01-27,32,27
"Theater der Altmark, Stendal",2017-02-18,55,21
"Theater der Altmark, Stendal",2017-03-03,33,29
"Theater der Altmark, Stendal",2017-04-05,56,7
"Theater der Altmark, Stendal",2017-04-20,64,12
"Theater der Altmark, Stendal",2017-04-20,35,13
"Theater der Altmark, Stendal",2017-04-23,30,33
"Theater der Altmark, Stendal",2017-05-24,40,23
"Theater der Keller",2016-11-04,49,57
"Theater der Keller",2016-11-06,50,30
"Theater der Keller",2016-11-22,51,36
"Theater der Keller",2016-11-26,52,48
"Theater der Keller",2016-11-27,46,33
"Theater der Keller",2016-12-02,54,37
"Theater der Keller",2016-12-03,38,49
"Theater der Keller",2016-12-15,63,33
"Theater der Keller",2016-12-17,48,38
"Theater der Keller",2016-12-27,48,46
"Theater der Keller",2016-12-29,58,46
"Theater der Keller",2017-01-06,52,38
"Theater der Keller",2017-01-10,52,29
"Theater der Keller",2017-01-11,45,46
"Theater der Keller",2017-01-13,56,41
"Theater der Keller",2017-01-14,58,46
"Theater der Keller",2017-01-24,61,21
"Theater der Keller",2017-01-25,63,27
"Theater der Keller",2017-02-01,60,28
"Theater der Keller",2017-02-04,47,32
"Theater der Keller",2017-02-08,53,30
"Theater der Keller",2017-02-09,53,33
"Theater der Keller",2017-02-21,34,49
"Theater der Keller",2017-02-22,61,24
"Theater der Keller",2017-03-03,54,25
"Theater der Keller",2017-03-04,54,41
"Theater der Keller",2017-03-08,62,30
"Theater der Keller",2017-03-25,54,28
"Theater der Keller",2017-03-26,68,16
"Theater der Keller",2017-04-08,55,26
"Theater der Keller",2017-04-11,65,25
"Theater der Keller",2017-04-25,52,43
"Theater der Keller",2017-04-30,38,33
"Theater der Keller",2017-05-02,63,21
"Theater der Keller",2017-05-09,62,31
"Theater der Keller",2017-05-28,47,23
"Theater der Keller",2017-05-30,66,33
"Theater der Keller",2017-06-21,25,18
"Theater der Keller",2017-07-12,57,32
"Theater der Keller",2017-09-10,58,26
"Theater der Keller",2017-10-20,157,50
"Theater Eisleben",2017-09-23,47,14
"Theater Eisleben",2017-09-28,172,23
"Theater Eisleben",2017-09-30,38,26
"Theater Eisleben",2017-10-14,45,20
"Theater Heilbronn",2016-10-07,286,204
"Theater Heilbronn",2016-10-14,178,86
"Theater Heilbronn",2016-10-19,220,107
"Theater Heilbronn",2016-10-28,366,157
"Theater Heilbronn",2016-11-08,297,131
"Theater Heilbronn",2016-11-16,343,151
"Theater Heilbronn",2016-11-27,326,99
"Theater Heilbronn",2016-12-08,369,130
"Theater Heilbronn",2016-12-14,241,131
"Theater Heilbronn",2016-12-16,217,83
"Theater Heilbronn",2016-12-27,385,255
"Theater Heilbronn",2017-01-04,266,96
"Theater Heilbronn",2017-01-08,191,98
"Theater Heilbronn",2017-01-14,293,152
"Theater Heilbronn",2017-01-17,288,138
"Theater Heilbronn",2017-02-11,375,249
"Theater Heilbronn",2017-02-16,433,248
"Theater Kiel",2017-04-21,79,49
"Theater Kiel",2017-04-26,79,49
"Theater Kiel",2017-05-05,93,45
"Theater Kiel",2017-05-19,59,74
"Theater Kiel",2017-05-26,96,44
"Theater Kiel",2017-06-13,94,47
"Theater Kiel",2017-07-06,92,48
"Theater Kiel",2017-07-07,78,57
"Theater Kiel",2017-07-11,123,72
"Theater Konstanz",2017-05-06,153,144
"Theater Konstanz",2017-05-14,144,98
"Theater Konstanz",2017-05-21,168,96
"Theater Konstanz",2017-06-09,137,120
"Theater Konstanz",2017-06-13,184,138
"Theater Osnabrück",2017-05-14,45,53
"Theater Osnabrück",2017-05-17,54,43
"Theater Osnabrück",2017-05-19,68,36
"Theater Osnabrück",2017-05-21,76,33
"Theater Osnabrück",2017-05-30,41,40
"Theater Osnabrück",2017-06-07,55,54
"Theater Osnabrück",2017-09-14,245,195
"Theater Osnabrück",2017-09-17,156,95
"Theater Osnabrück",2017-09-19,274,142
"Theater Osnabrück",2017-10-11,211,163
"Theater Osnabrück",2017-10-13,169,155
"Theater Plauen-Zwickau",2016-10-08,161,127
"Theater Plauen-Zwickau",2016-10-14,129,121
"Theater Plauen-Zwickau",2016-10-16,142,87
"Theater Plauen-Zwickau",2016-10-18,289,69
"Theater Plauen-Zwickau",2016-10-24,292,89
"Theater Plauen-Zwickau",2016-11-19,240,117
"Theater Plauen-Zwickau",2016-12-17,54,41
"Theater Plauen-Zwickau",2017-01-13,44,49
"Theater Plauen-Zwickau",2017-01-22,60,34
"Theater Plauen-Zwickau",2017-01-26,274,90
"Theater Plauen-Zwickau",2017-01-28,70,74
"Theater Plauen-Zwickau",2017-02-02,50,5
"Theater Plauen-Zwickau",2017-02-03,73,25
"Theater Plauen-Zwickau",2017-02-04,65,50
"Theater Plauen-Zwickau",2017-03-05,70,33
"Theater Plauen-Zwickau",2017-03-21,80,23
"Theater Plauen-Zwickau",2017-04-01,63,47
"Theater Plauen-Zwickau",2017-04-21,57,43
"Theater Plauen-Zwickau",2017-04-25,103,14
"Theater Plauen-Zwickau",2017-05-04,103,93
"Theater Plauen-Zwickau",2017-05-13,63,23
"Theater Plauen-Zwickau",2017-05-28,27,15
"Theater Plauen-Zwickau",2017-06-03,27,12
"Theater Plauen-Zwickau",2017-06-05,74,25
"Theater Plauen-Zwickau",2017-06-06,32,16
"Theater Regensburg",2017-07-18,145,134
"Theater Regensburg",2017-07-19,134,95
"Theater Regensburg",2017-07-22,170,106
"Theater St. Gallen",2017-01-26,72,42
"Theater St. Gallen",2017-01-29,28,12
"Theater St. Gallen",2017-01-31,47,10
"Theater St. Gallen",2017-02-04,49,26
"Theater St. Gallen",2017-02-05,98,22
"Theater St. Gallen",2017-02-07,86,28
"Theater St. Gallen",2017-02-08,93,28
"Theater St. Gallen",2017-02-13,38,19
"Theater St. Gallen",2017-02-16,92,27
"Theater St. Gallen",2017-02-17,87,29
"Theater St. Gallen",2017-02-21,116,18
"Theater St. Gallen",2017-02-22,98,33
"Theater Trier",2016-10-14,39,48
"Theater Trier",2016-10-21,47,48
"Theater Trier",2016-10-28,54,46
"Theater Trier",2016-11-04,57,38
"Theater Trier",2016-11-11,44,53
"Theater Trier",2016-11-25,59,38
"Theater Trier",2016-12-02,36,32
"Theater Trier",2016-12-09,63,28
"Theater Trier",2017-01-13,48,46
"Theater Trier",2017-01-20,64,29
"Theater Trier",2017-01-27,54,39
"Theater Trier",2017-02-03,66,28
"Theater Trier",2017-02-10,44,38
"Theater Trier",2017-02-17,67,35
"Theater Vorpommern, Greifswald",2016-05-21,147,122
"Theater Vorpommern, Greifswald",2016-05-28,96,70
"Theater Vorpommern, Greifswald",2016-06-08,330,36
"Theater Vorpommern, Greifswald",2016-06-11,139,116
"Theater Vorpommern, Greifswald",2016-09-24,69,68
"Theater Vorpommern, Greifswald",2016-09-26,226,23
"Theater Vorpommern, Greifswald",2016-10-31,77,76
"Theater Vorpommern, Greifswald",2017-03-23,80,36
"Theater Vorpommern, Stralsund",2016-04-29,161,132
"Theater Vorpommern, Stralsund",2016-05-13,94,43
"Theater Vorpommern, Stralsund",2016-06-03,105,64
"Theater Vorpommern, Stralsund",2016-10-15,67,58
"Theater Vorpommern, Stralsund",2016-10-17,83,44
"Theater Vorpommern, Stralsund",2016-11-06,179,79
"Theater Vorpommern, Stralsund",2017-03-26,47,33
"Theater@work",2016-05-10,83,44
"Theater@work",2016-05-13,67,57
"Theater@work",2016-05-19,68,65
"Theater@work",2016-05-24,78,57
"Theater@work",2016-05-25,86,50
"Theater@work",2016-05-27,88,48
"Theater@work",2016-05-31,100,48
"Theater@work",2016-06-07,87,55
"Theater@work",2016-06-09,83,55
"Theater@work",2016-06-10,77,52
"Theater@work",2016-06-15,66,98
"Theater@work",2016-06-17,97,57
"Theater@work",2016-06-27,109,56
"Theater@work",2016-06-28,100,65
"Theater@work",2016-06-29,128,37
"Theater@work",2016-06-30,95,69
"Theater@work",2016-07-01,77,66
"Theater@work",2016-07-02,93,70
"Theater@work",2017-02-22,64,50
"Theater@work",2017-02-23,47,59
"Theater@work",2017-02-23,99,25
"Theater@work",2017-02-24,93,22
"Theater@work",2017-02-24,61,57
"Theater@work",2017-02-28,91,14
"Theater@work",2017-02-28,77,37
"Theater@work",2017-03-01,101,7
"Theater@work",2017-03-01,83,43
"Theater@work",2017-03-02,75,27
"Theater@work",2017-03-03,68,40
"Theater@work",2017-03-04,69,48
"Theater@work",2017-03-08,108,51
"Theater@work",2017-03-11,81,48
"Theater@work",2017-03-14,66,32
"Theater@work",2017-03-14,66,32
"Theater@work",2017-03-15,53,34
"Theater@work",2017-03-15,80,11
"Theater@work",2017-03-18,92,46
"Theater@work",2017-03-22,111,49
"Theater@work",2017-03-23,88,44
"Theater@work",2017-03-24,83,55
"Theater@work",2017-03-25,79,63
"Theater@work",2017-03-28,96,68
"Theater@work",2017-03-30,96,68
"Theater@work",2017-03-31,104,53
"Theater@work",2017-03-31,127,29
"Theater@work",2017-04-01,95,54
"Theater@work",2017-04-04,86,74
"Theater@work",2017-04-05,51,74
"Theater@work",2017-04-07,90,76
"TiC-Theater in Cronenberg, Wuppertal",2016-11-11,32,24
"TiC-Theater in Cronenberg, Wuppertal",2016-11-20,38,16
"TiC-Theater in Cronenberg, Wuppertal",2016-11-25,30,28
"TiC-Theater in Cronenberg, Wuppertal",2016-12-03,40,17
"TiC-Theater in Cronenberg, Wuppertal",2016-12-09,28,20
"TiC-Theater in Cronenberg, Wuppertal",2016-12-10,45,14
"TiC-Theater in Cronenberg, Wuppertal",2016-12-18,38,22
"TiC-Theater in Cronenberg, Wuppertal",2017-01-14,44,17
"TiC-Theater in Cronenberg, Wuppertal",2017-01-20,42,19
"TiC-Theater in Cronenberg, Wuppertal",2017-02-04,33,24
"TiC-Theater in Cronenberg, Wuppertal",2017-02-10,33,17
"TiC-Theater in Cronenberg, Wuppertal",2017-02-18,44,17
"Wallgraben Theater, Freiburg",2016-10-14,70,43
"Wallgraben Theater, Freiburg",2016-10-15,80,31
"Wallgraben Theater, Freiburg",2016-10-18,42,22
"Wallgraben Theater, Freiburg",2016-10-19,43,28
"Wallgraben Theater, Freiburg",2016-10-20,42,21
"Wallgraben Theater, Freiburg",2016-10-21,50,34
"Wallgraben Theater, Freiburg",2016-10-22,59,48
"Wallgraben Theater, Freiburg",2016-10-25,56,27
"Wallgraben Theater, Freiburg",2016-10-26,42,27
"Wallgraben Theater, Freiburg",2016-10-27,25,33
"Wallgraben Theater, Freiburg",2016-10-28,22,27
"Wallgraben Theater, Freiburg",2016-10-29,52,44
"Wallgraben Theater, Freiburg",2016-11-01,57,31
"Wallgraben Theater, Freiburg",2016-11-02,45,31
"Wallgraben Theater, Freiburg",2016-11-03,58,39
"Wallgraben Theater, Freiburg",2016-11-04,37,24
"Wallgraben Theater, Freiburg",2016-11-05,56,40
"Wallgraben Theater, Freiburg",2016-11-09,45,33
"Wallgraben Theater, Freiburg",2016-11-10,65,32
"Wallgraben Theater, Freiburg",2016-11-11,47,23
"Wallgraben Theater, Freiburg",2016-11-12,48,40
"Wallgraben Theater, Freiburg",2016-11-13,57,27
"Wallgraben Theater, Freiburg",2016-11-17,59,42
"Wallgraben Theater, Freiburg",2016-11-18,59,28
"Wallgraben Theater, Freiburg",2016-11-19,64,36
"Wallgraben Theater, Freiburg",2016-11-21,57,42
"Wallgraben Theater, Freiburg",2016-11-23,62,40
"Wallgraben Theater, Freiburg",2016-11-24,89,28
"Wallgraben Theater, Freiburg",2016-11-25,65,44
"Wolfgang Borchert Theater, Münster",2016-09-09,71,36
"Wolfgang Borchert Theater, Münster",2016-09-10,62,69
"Wolfgang Borchert Theater, Münster",2016-09-11,53,84
"Wolfgang Borchert Theater, Münster",2016-09-24,67,71
"Wolfgang Borchert Theater, Münster",2016-09-25,82,58
"Wolfgang Borchert Theater, Münster",2016-09-27,77,62
"Wolfgang Borchert Theater, Münster",2016-10-28,78,61
"Wolfgang Borchert Theater, Münster",2016-10-29,63,77
"Wolfgang Borchert Theater, Münster",2016-10-30,75,62
"Wolfgang Borchert Theater, Münster",2016-11-11,65,72
"Wolfgang Borchert Theater, Münster",2016-11-12,72,61
"Wolfgang Borchert Theater, Münster",2016-11-13,83,57
"Wolfgang Borchert Theater, Münster",2016-12-20,80,55
"Wolfgang Borchert Theater, Münster",2016-12-21,60,78
"Wolfgang Borchert Theater, Münster",2016-12-22,122,28
"Wolfgang Borchert Theater, Münster",2016-12-22,79,60
"Wolfgang Borchert Theater, Münster",2016-12-23,70,63
"Wolfgang Borchert Theater, Münster",2017-01-03,79,62
"Wolfgang Borchert Theater, Münster",2017-01-04,80,59
"Wolfgang Borchert Theater, Münster",2017-01-05,88,55
"Wolfgang Borchert Theater, Münster",2017-01-06,74,70
"Wolfgang Borchert Theater, Münster",2017-01-06,94,20
"Wolfgang Borchert Theater, Münster",2017-02-09,83,57
"Wolfgang Borchert Theater, Münster",2017-02-10,107,14
"Wolfgang Borchert Theater, Münster",2017-02-10,83,61
"Wolfgang Borchert Theater, Münster",2017-02-11,89,51
"Wolfgang Borchert Theater, Münster",2017-03-21,73,43
"Wolfgang Borchert Theater, Münster",2017-03-22,58,69
"Wolfgang Borchert Theater, Münster",2017-03-23,134,12
"Wolfgang Borchert Theater, Münster",2017-03-23,90,51
"Wolfgang Borchert Theater, Münster",2017-04-11,77,59
"Wolfgang Borchert Theater, Münster",2017-04-12,64,36
"Wolfgang Borchert Theater, Münster",2017-04-13,43,41
"Wolfgang Borchert Theater, Münster",2017-05-26,51,36
"Wolfgang Borchert Theater, Münster",2017-05-27,44,17
"Wolfgang Borchert Theater, Münster",2017-05-28,30,15
"Wolfgang Borchert Theater, Münster",2017-06-06,24,37
"Wolfgang Borchert Theater, Münster",2017-06-07,48,38
"Wolfgang Borchert Theater, Münster",2017-07-11,64,43
"Wolfgang Borchert Theater, Münster",2017-07-12,84,46
"Wolfgang Borchert Theater, Münster",2017-07-13,37,51
"Wolfgang Borchert Theater, Münster",2017-09-22,38,28
"Wolfgang Borchert Theater, Münster",2017-09-23,43,40
"Wolfgang Borchert Theater, Münster",2017-10-03,45,51
"Wolfgang Borchert Theater, Münster",2017-10-04,28,29
